PAW protein_summary_9 results file
written: Mon Feb 13 18:35:51 2023

 	=subtotal(109,B6:B7162)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	x
6314.0	1	sp|Q9JKC7|AP4M1_MOUSE	 	5.1	449	49509	AP-4 complex subunit mu-1 OS=Mus musculus OX=10090 GN=Ap4m1 PE=1 SV=1	3	3	1.000	1	2	1	2	1.000	2.000	 
6315.0	1	sp|Q9JKC8|AP3M1_MOUSE	 	50.2	418	46936	AP-3 complex subunit mu-1 OS=Mus musculus OX=10090 GN=Ap3m1 PE=1 SV=1	30	20	0.667	16	14	11	9	13.115	10.667	sp|Q8R2R9|AP3M2_MOUSE, sp|Q9JKC8|AP3M1_MOUSE
6316.0	1	sp|Q9JKD3|SCAM5_MOUSE	 	28.5	235	26068	Secretory carrier-associated membrane protein 5 OS=Mus musculus OX=10090 GN=Scamp5 PE=1 SV=1	43	43	1.000	24	19	24	19	24.000	19.000	 
6317.0	1	sp|Q9JKF1|IQGA1_MOUSE	 	21.4	1657	188740	Ras GTPase-activating-like protein IQGAP1 OS=Mus musculus OX=10090 GN=Iqgap1 PE=1 SV=2	33	33	1.000	17	16	17	16	17.000	16.000	 
6318.0	1	sp|Q9JKF6|NECT1_MOUSE	 	35.1	515	57034	Nectin-1 OS=Mus musculus OX=10090 GN=Nectin1 PE=1 SV=3	24	24	1.000	11	13	11	13	11.000	13.000	 
6319.0	1	sp|Q9JKF7|RM39_MOUSE	 	35.7	336	38549	39S ribosomal protein L39, mitochondrial OS=Mus musculus OX=10090 GN=Mrpl39 PE=1 SV=4	16	16	1.000	6	10	6	10	6.000	10.000	 
6320.0	1	sp|Q9JKK0|RCAN3_MOUSE	 	17.6	239	27153	Calcipressin-3 OS=Mus musculus OX=10090 GN=Rcan3 PE=2 SV=1	3	3	1.000	2	1	2	1	2.000	1.000	 
6321.0	1	sp|Q9JKK1|STX6_MOUSE	 	57.6	255	28996	Syntaxin-6 OS=Mus musculus OX=10090 GN=Stx6 PE=1 SV=1	22	22	1.000	12	10	12	10	12.000	10.000	 
6322.0	1	sp|Q9JKK7|TMOD2_MOUSE	 	67.0	351	39510	Tropomodulin-2 OS=Mus musculus OX=10090 GN=Tmod2 PE=1 SV=2	113	109	0.965	59	54	57	52	58.541	53.368	sp|P49813|TMOD1_MOUSE, sp|Q9JHJ0|TMOD3_MOUSE, sp|Q9JKK7|TMOD2_MOUSE
6323.0	1	sp|Q9JKL4|NDUF3_MOUSE	 	57.8	185	20733	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3 OS=Mus musculus OX=10090 GN=Ndufaf3 PE=1 SV=1	14	14	1.000	5	9	5	9	5.000	9.000	 
6324.0	1	sp|Q9JKL5|CHP3_MOUSE	 	38.3	214	24599	Calcineurin B homologous protein 3 OS=Mus musculus OX=10090 GN=Tesc PE=1 SV=2	23	23	1.000	14	9	14	9	14.000	9.000	 
6325.0	1	sp|Q9JKM7|RAB37_MOUSE	 	28.7	223	24656	Ras-related protein Rab-37 OS=Mus musculus OX=10090 GN=Rab37 PE=1 SV=2	34	10	0.294	20	14	7	3	7.239	3.082	sp|O35963|RB33B_MOUSE, sp|P35276|RAB3D_MOUSE, sp|P35279|RAB6A_MOUSE, sp|P35283|RAB12_MOUSE, sp|P55258|RAB8A_MOUSE, sp|P56371|RAB4A_MOUSE, sp|P61027|RAB10_MOUSE, sp|P61028|RAB8B_MOUSE, sp|P61294|RAB6B_MOUSE, sp|P62821|RAB1A_MOUSE, sp|P62823|RAB3C_MOUSE, sp|P63011|RAB3A_MOUSE, sp|Q504M8|RAB26_MOUSE, sp|Q6PHN9|RAB35_MOUSE, sp|Q8BHC1|RB39B_MOUSE, sp|Q8K386|RAB15_MOUSE, sp|Q91V41|RAB14_MOUSE, sp|Q91ZR1|RAB4B_MOUSE, sp|Q923S9|RAB30_MOUSE, sp|Q9CZT8|RAB3B_MOUSE, sp|Q9D1G1|RAB1B_MOUSE, sp|Q9JKM7|RAB37_MOUSE
6326.0	1	sp|Q9JKN6|NOVA1_MOUSE	 	45.6	507	51755	RNA-binding protein Nova-1 OS=Mus musculus OX=10090 GN=Nova1 PE=1 SV=2	70	45	0.643	37	33	24	21	31.800	28.000	sp|A0A1W2P872|NOVA2_MOUSE, sp|Q9JKN6|NOVA1_MOUSE
6327.0	1	sp|Q9JKP5|MBNL1_MOUSE	 	37.5	341	36975	Muscleblind-like protein 1 OS=Mus musculus OX=10090 GN=Mbnl1 PE=1 SV=1	19	6	0.316	9	10	3	3	7.500	6.500	sp|Q8C181|MBNL2_MOUSE, sp|Q9JKP5|MBNL1_MOUSE
6328.0	1	sp|Q9JKR6|HYOU1_MOUSE	 	44.5	999	111180	Hypoxia up-regulated protein 1 OS=Mus musculus OX=10090 GN=Hyou1 PE=1 SV=1	113	113	1.000	42	71	42	71	42.000	71.000	 
6329.0	1	sp|Q9JKS5|HABP4_MOUSE	 	51.8	411	45924	Intracellular hyaluronan-binding protein 4 OS=Mus musculus OX=10090 GN=Habp4 PE=1 SV=2	39	39	1.000	16	23	16	23	16.000	23.000	 
6330.0	1	sp|Q9JKV1|ADRM1_MOUSE	 	23.8	407	42060	Proteasomal ubiquitin receptor ADRM1 OS=Mus musculus OX=10090 GN=Adrm1 PE=1 SV=2	31	31	1.000	12	19	12	19	12.000	19.000	 
6330.0001	1	tr|A0A0A6YVU8|A0A0A6YVU8_MOUSE	redundant	23.8	407	42147	Adhesion-regulating molecule 1B OS=Mus musculus OX=10090 GN=Adrm1b PE=3 SV=1	31	31	1.000	12	19	12	19	12.000	19.000	 
6331.0	1	sp|Q9JKV5|SCAM4_MOUSE	 	8.3	230	25342	Secretory carrier-associated membrane protein 4 OS=Mus musculus OX=10090 GN=Scamp4 PE=1 SV=1	3	3	1.000	2	1	2	1	2.000	1.000	 
6332.0	1	sp|Q9JKW0|AR6P1_MOUSE	 	22.7	203	23437	ADP-ribosylation factor-like protein 6-interacting protein 1 OS=Mus musculus OX=10090 GN=Arl6ip1 PE=1 SV=1	8	8	1.000	4	4	4	4	4.000	4.000	 
6333.0	1	sp|Q9JKX6|NUDT5_MOUSE	 	56.0	218	23984	ADP-sugar pyrophosphatase OS=Mus musculus OX=10090 GN=Nudt5 PE=1 SV=1	23	23	1.000	12	11	12	11	12.000	11.000	 
6334.0	1	sp|Q9JKY0|CNOT9_MOUSE	 	26.8	299	33601	CCR4-NOT transcription complex subunit 9 OS=Mus musculus OX=10090 GN=Cnot9 PE=1 SV=1	14	14	1.000	7	7	7	7	7.000	7.000	 
6335.0	1	sp|Q9JKY5|HIP1R_MOUSE	 	49.3	1068	119425	Huntingtin-interacting protein 1-related protein OS=Mus musculus OX=10090 GN=Hip1r PE=1 SV=2	103	98	0.951	56	47	53	45	54.787	46.169	sp|Q8VD75|HIP1_MOUSE, sp|Q9JKY5|HIP1R_MOUSE
6336.0	1	sp|Q9JKZ2|SC5A3_MOUSE	 	13.5	718	79582	Sodium/myo-inositol cotransporter OS=Mus musculus OX=10090 GN=Slc5a3 PE=1 SV=2	19	19	1.000	9	10	9	10	9.000	10.000	 
6337.0	1	sp|Q9JL04|FMN2_MOUSE	 	14.4	1578	167385	Formin-2 OS=Mus musculus OX=10090 GN=Fmn2 PE=1 SV=2	36	36	1.000	14	22	14	22	14.000	22.000	 
6338.0	1	sp|Q9JL15|LEG8_MOUSE	 	5.4	316	36161	Galectin-8 OS=Mus musculus OX=10090 GN=Lgals8 PE=1 SV=1	3	3	1.000	2	1	2	1	2.000	1.000	 
6339.0	1	sp|Q9JL19|NCOA6_MOUSE	 	2.1	2067	219661	Nuclear receptor coactivator 6 OS=Mus musculus OX=10090 GN=Ncoa6 PE=1 SV=1	7	7	1.000	4	3	4	3	4.000	3.000	 
6340.0	1	sp|Q9JL26|FMNL1_MOUSE	 	19.4	1094	122058	Formin-like protein 1 OS=Mus musculus OX=10090 GN=Fmnl1 PE=1 SV=1	32	28	0.875	19	13	16	12	17.455	12.273	sp|A2APV2|FMNL2_MOUSE, sp|Q9JL26|FMNL1_MOUSE
6341.0	1	sp|Q9JL35|HMGN5_MOUSE	 	30.5	406	45343	High mobility group nucleosome-binding domain-containing protein 5 OS=Mus musculus OX=10090 GN=Hmgn5 PE=1 SV=2	34	34	1.000	17	17	17	17	17.000	17.000	 
6342.0	1	sp|Q9JL56|GDE1_MOUSE	 	28.4	331	37629	Glycerophosphodiester phosphodiesterase 1 OS=Mus musculus OX=10090 GN=Gde1 PE=1 SV=1	16	16	1.000	9	7	9	7	9.000	7.000	 
6343.0	1	sp|Q9JL60|GMEB1_MOUSE	 	7.5	562	61057	Glucocorticoid modulatory element-binding protein 1 OS=Mus musculus OX=10090 GN=Gmeb1 PE=1 SV=2	5	2	0.400	2	3	0	2	0.000	2.400	sp|P58929|GMEB2_MOUSE, sp|Q9JL60|GMEB1_MOUSE
6344.0	1	sp|Q9JL62|GLTP_MOUSE	 	62.7	209	23689	Glycolipid transfer protein OS=Mus musculus OX=10090 GN=Gltp PE=1 SV=3	46	46	1.000	21	25	21	25	21.000	25.000	 
6345.0	1	sp|Q9JLB0|PALS2_MOUSE	 	70.5	553	62630	Protein PALS2 OS=Mus musculus OX=10090 GN=Pals2 PE=1 SV=1	134	129	0.963	69	65	66	63	67.500	64.105	sp|Q9JLB0|PALS2_MOUSE, sp|Q9WV34|MPP2_MOUSE
6346.0	1	sp|Q9JLB2|PALS1_MOUSE	 	22.7	675	77229	Protein PALS1 OS=Mus musculus OX=10090 GN=Pals1 PE=1 SV=1	17	17	1.000	7	10	7	10	7.000	10.000	 
6347.0	1	sp|Q9JLC8|SACS_MOUSE	 	9.4	4582	520679	Sacsin OS=Mus musculus OX=10090 GN=Sacs PE=1 SV=2	49	49	1.000	25	24	25	24	25.000	24.000	 
6348.0	1	sp|Q9JLG8|CAN15_MOUSE	 	2.2	1095	118717	Calpain-15 OS=Mus musculus OX=10090 GN=Capn15 PE=1 SV=1	2	2	1.000	2	0	2	0	2.000	0.000	 
6349.0	1	sp|Q9JLI6|SCLY_MOUSE	 	39.6	432	47173	Selenocysteine lyase OS=Mus musculus OX=10090 GN=Scly PE=1 SV=1	22	22	1.000	9	13	9	13	9.000	13.000	 
6350.0	1	sp|Q9JLI8|SART3_MOUSE	 	45.8	962	109618	Squamous cell carcinoma antigen recognized by T-cells 3 OS=Mus musculus OX=10090 GN=Sart3 PE=1 SV=1	68	68	1.000	41	27	41	27	41.000	27.000	 
6351.0	1	sp|Q9JLJ1|SELK_MOUSE	 	18.1	94	10642	Selenoprotein K OS=Mus musculus OX=10090 GN=Selenok PE=1 SV=3	3	3	1.000	1	2	1	2	1.000	2.000	 
6352.0	1	sp|Q9JLJ2|AL9A1_MOUSE	 	59.1	494	53514	4-trimethylaminobutyraldehyde dehydrogenase OS=Mus musculus OX=10090 GN=Aldh9a1 PE=1 SV=1	91	91	1.000	50	41	50	41	50.000	41.000	 
6353.0	1	sp|Q9JLK7|CABP1_MOUSE	 	13.2	227	25943	Calcium-binding protein 1 OS=Mus musculus OX=10090 GN=Cabp1 PE=1 SV=3	5	5	1.000	4	1	4	1	4.000	1.000	 
6354.0	1	sp|Q9JLM4|ZMYM3_MOUSE	 	1.8	1370	152877	Zinc finger MYM-type protein 3 OS=Mus musculus OX=10090 GN=Zmym3 PE=1 SV=1	3	2	0.667	1	2	0	2	0.000	2.000	sp|A2A791|ZMYM4_MOUSE, sp|Q3U2E2|ZMYM5_MOUSE, sp|Q9CU65|ZMYM2_MOUSE, sp|Q9JLM4|ZMYM3_MOUSE
6355.0	1	sp|Q9JLM8|DCLK1_MOUSE	 	45.1	756	84152	Serine/threonine-protein kinase DCLK1 OS=Mus musculus OX=10090 GN=Dclk1 PE=1 SV=1	60	55	0.917	33	27	30	25	32.484	26.391	sp|O88809|DCX_MOUSE, sp|Q6PGN3|DCLK2_MOUSE, sp|Q9JLM8|DCLK1_MOUSE
6356.0	1	sp|Q9JLN9|MTOR_MOUSE	 	23.9	2549	288786	Serine/threonine-protein kinase mTOR OS=Mus musculus OX=10090 GN=Mtor PE=1 SV=2	88	88	1.000	41	47	41	47	41.000	47.000	 
6357.0	1	sp|Q9JLQ0|CD2AP_MOUSE	 	12.7	637	70449	CD2-associated protein OS=Mus musculus OX=10090 GN=Cd2ap PE=1 SV=3	12	12	1.000	3	9	3	9	3.000	9.000	 
6358.0	1	sp|Q9JLQ2|GIT2_MOUSE	 	35.6	708	78765	ARF GTPase-activating protein GIT2 OS=Mus musculus OX=10090 GN=Git2 PE=1 SV=2	35	27	0.771	17	18	13	14	14.149	15.143	sp|Q3V140|ACRBP_MOUSE, sp|Q68FF6|GIT1_MOUSE, sp|Q9JLQ2|GIT2_MOUSE
6359.0	1	sp|Q9JLR1|S61A2_MOUSE	 	17.2	476	52247	Protein transport protein Sec61 subunit alpha isoform 2 OS=Mus musculus OX=10090 GN=Sec61a2 PE=2 SV=3	23	7	0.304	10	13	2	5	4.667	8.636	sp|P61620|S61A1_MOUSE, sp|Q9JLR1|S61A2_MOUSE
6360.0	1	sp|Q9JLT4|TRXR2_MOUSE	 	27.5	524	56602	Thioredoxin reductase 2, mitochondrial OS=Mus musculus OX=10090 GN=Txnrd2 PE=1 SV=4	27	25	0.926	12	15	11	14	11.324	14.326	sp|Q9JLT4|TRXR2_MOUSE, sp|Q9JMH6|TRXR1_MOUSE
6361.0	1	sp|Q9JLV1|BAG3_MOUSE	 	44.0	577	61859	BAG family molecular chaperone regulator 3 OS=Mus musculus OX=10090 GN=Bag3 PE=1 SV=2	45	45	1.000	19	26	19	26	19.000	26.000	 
6362.0	1	sp|Q9JLV5|CUL3_MOUSE	 	56.9	768	88947	Cullin-3 OS=Mus musculus OX=10090 GN=Cul3 PE=1 SV=1	119	117	0.983	53	66	52	65	52.500	65.580	sp|Q7TT50|MRCKB_MOUSE, sp|Q9JLV5|CUL3_MOUSE
6363.0	1	sp|Q9JLV6|PNKP_MOUSE	 	8.8	522	57223	Bifunctional polynucleotide phosphatase/kinase OS=Mus musculus OX=10090 GN=Pnkp PE=1 SV=2	8	8	1.000	6	2	6	2	6.000	2.000	 
6364.0	1	sp|Q9JLZ3|AUHM_MOUSE	 	46.5	314	33395	Methylglutaconyl-CoA hydratase, mitochondrial OS=Mus musculus OX=10090 GN=Auh PE=1 SV=1	86	86	1.000	47	39	47	39	47.000	39.000	 
6365.0	1	sp|Q9JM05|PIAS4_MOUSE	 	5.9	507	55569	E3 SUMO-protein ligase PIAS4 OS=Mus musculus OX=10090 GN=Pias4 PE=1 SV=2	3	3	1.000	2	1	2	1	2.000	1.000	 
6366.0	1	sp|Q9JM13|RABX5_MOUSE	 	43.8	491	56868	Rab5 GDP/GTP exchange factor OS=Mus musculus OX=10090 GN=Rabgef1 PE=1 SV=1	26	26	1.000	15	11	15	11	15.000	11.000	 
6367.0	1	sp|Q9JM14|NT5C_MOUSE	 	63.0	200	23076	5'(3')-deoxyribonucleotidase, cytosolic type OS=Mus musculus OX=10090 GN=Nt5c PE=1 SV=1	46	46	1.000	20	26	20	26	20.000	26.000	 
6368.0	1	sp|Q9JM52|MINK1_MOUSE	 	34.9	1308	147293	Misshapen-like kinase 1 OS=Mus musculus OX=10090 GN=Mink1 PE=1 SV=3	93	69	0.742	49	44	34	35	42.829	40.591	sp|P83510|TNIK_MOUSE, sp|P97820|M4K4_MOUSE, sp|Q9JM52|MINK1_MOUSE
6369.0	1	sp|Q9JM63|KCJ10_MOUSE	 	20.1	379	42432	ATP-sensitive inward rectifier potassium channel 10 OS=Mus musculus OX=10090 GN=Kcnj10 PE=1 SV=1	19	19	1.000	9	10	9	10	9.000	10.000	 
6370.0	1	sp|Q9JM76|ARPC3_MOUSE	 	33.1	178	20524	Actin-related protein 2/3 complex subunit 3 OS=Mus musculus OX=10090 GN=Arpc3 PE=1 SV=3	28	28	1.000	10	18	10	18	10.000	18.000	 
6371.0	1	sp|Q9JM93|AR6P4_MOUSE	 	33.2	229	25524	ADP-ribosylation factor-like protein 6-interacting protein 4 OS=Mus musculus OX=10090 GN=Arl6ip4 PE=1 SV=1	8	8	1.000	3	5	3	5	3.000	5.000	 
6372.0	1	sp|Q9JM96|BORG4_MOUSE	 	65.3	349	37869	Cdc42 effector protein 4 OS=Mus musculus OX=10090 GN=Cdc42ep4 PE=1 SV=1	87	87	1.000	42	45	42	45	42.000	45.000	 
6373.0	1	sp|Q9JMA1|UBP14_MOUSE	 	53.3	493	56001	Ubiquitin carboxyl-terminal hydrolase 14 OS=Mus musculus OX=10090 GN=Usp14 PE=1 SV=3	82	82	1.000	44	38	44	38	44.000	38.000	 
6374.0	1	sp|Q9JMB8|CNTN6_MOUSE	 	17.9	1028	113760	Contactin-6 OS=Mus musculus OX=10090 GN=Cntn6 PE=1 SV=2	17	17	1.000	11	6	11	6	11.000	6.000	 
6375.0	1	sp|Q9JMC3|DNJA4_MOUSE	 	35.0	397	44901	DnaJ homolog subfamily A member 4 OS=Mus musculus OX=10090 GN=Dnaja4 PE=1 SV=1	21	21	1.000	11	10	11	10	11.000	10.000	 
6376.0	1	sp|Q9JMC8|E41LB_MOUSE	 	5.9	527	59563	Band 4.1-like protein 4B OS=Mus musculus OX=10090 GN=Epb41l4b PE=1 SV=2	4	4	1.000	2	2	2	2	2.000	2.000	 
6377.0	1	sp|Q9JMD0|ZN207_MOUSE	 	10.9	495	52792	BUB3-interacting and GLEBS motif-containing protein ZNF207 OS=Mus musculus OX=10090 GN=Znf207 PE=1 SV=1	16	16	1.000	7	9	7	9	7.000	9.000	 
6378.0	1	sp|Q9JMD3|STA10_MOUSE	 	36.1	291	32951	START domain-containing protein 10 OS=Mus musculus OX=10090 GN=Stard10 PE=1 SV=1	20	20	1.000	11	9	11	9	11.000	9.000	 
6379.0	1	sp|Q9JME5|AP3B2_MOUSE	 	46.8	1082	119191	AP-3 complex subunit beta-2 OS=Mus musculus OX=10090 GN=Ap3b2 PE=1 SV=2	157	140	0.892	72	85	62	78	71.254	84.659	sp|Q9JME5|AP3B2_MOUSE, sp|Q9Z1T1|AP3B1_MOUSE
6380.0	1	sp|Q9JME7|TPC2L_MOUSE	 	32.4	139	16018	Trafficking protein particle complex subunit 2-like protein OS=Mus musculus OX=10090 GN=Trappc2l PE=1 SV=1	11	11	1.000	4	7	4	7	4.000	7.000	 
6381.0	1	sp|Q9JMF3|GBG13_MOUSE	 	58.2	67	7979	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-13 OS=Mus musculus OX=10090 GN=Gng13 PE=1 SV=1	29	29	1.000	12	17	12	17	12.000	17.000	 
6382.0	1	sp|Q9JMG1|EDF1_MOUSE	 	53.4	148	16369	Endothelial differentiation-related factor 1 OS=Mus musculus OX=10090 GN=Edf1 PE=1 SV=1	25	25	1.000	15	10	15	10	15.000	10.000	 
6383.0	1	sp|Q9JMG3|TMUB1_MOUSE	 	29.4	245	26316	Transmembrane and ubiquitin-like domain-containing protein 1 OS=Mus musculus OX=10090 GN=Tmub1 PE=1 SV=1	13	13	1.000	5	8	5	8	5.000	8.000	 
6384.0	1	sp|Q9JMG7|HDGR3_MOUSE	 	61.4	202	22430	Hepatoma-derived growth factor-related protein 3 OS=Mus musculus OX=10090 GN=Hdgfl3 PE=1 SV=2	52	38	0.731	27	25	21	17	21.704	18.619	sp|P51859|HDGF_MOUSE, sp|Q3UMU9|HDGR2_MOUSE, sp|Q99JF8|PSIP1_MOUSE, sp|Q9JMG7|HDGR3_MOUSE
6385.0	1	sp|Q9JMH6|TRXR1_MOUSE	 	45.0	613	67083	Thioredoxin reductase 1, cytoplasmic OS=Mus musculus OX=10090 GN=Txnrd1 PE=1 SV=3	54	52	0.963	24	30	23	29	23.676	29.674	sp|Q9JLT4|TRXR2_MOUSE, sp|Q9JMH6|TRXR1_MOUSE
6386.0	1	sp|Q9JMH7|NEUR3_MOUSE	 	17.5	418	46846	Sialidase-3 OS=Mus musculus OX=10090 GN=Neu3 PE=1 SV=1	7	7	1.000	3	4	3	4	3.000	4.000	 
6387.0	1	sp|Q9JMH9|MY18A_MOUSE	 	40.2	2050	232752	Unconventional myosin-XVIIIa OS=Mus musculus OX=10090 GN=Myo18a PE=1 SV=2	180	180	1.000	84	96	84	96	84.000	96.000	 
6388.0	1	sp|Q9JMK2|KC1E_MOUSE	 	33.7	416	47321	Casein kinase I isoform epsilon OS=Mus musculus OX=10090 GN=Csnk1e PE=1 SV=2	33	10	0.303	13	20	4	6	8.667	13.424	sp|Q8BK63|KC1A_MOUSE, sp|Q9DC28|KC1D_MOUSE, sp|Q9JMK2|KC1E_MOUSE
6389.0	1	sp|Q9QUH0|GLRX1_MOUSE	 	76.6	107	11871	Glutaredoxin-1 OS=Mus musculus OX=10090 GN=Glrx PE=1 SV=3	41	41	1.000	23	18	23	18	23.000	18.000	 
6390.0	1	sp|Q9QUI0|RHOA_MOUSE	 	76.7	193	21782	Transforming protein RhoA OS=Mus musculus OX=10090 GN=Rhoa PE=1 SV=1	79	29	0.367	31	48	11	18	24.901	40.462	sp|P62746|RHOB_MOUSE, sp|Q62159|RHOC_MOUSE, sp|Q9QUI0|RHOA_MOUSE
6391.0	1	sp|Q9QUI1|LRA25_MOUSE	 	14.8	189	20140	Leucine repeat adapter protein 25 OS=Mus musculus OX=10090 GN=Fam89b PE=1 SV=1	4	4	1.000	4	0	4	0	4.000	0.000	 
6392.0	1	sp|Q9QUJ7|ACSL4_MOUSE	 	12.2	711	79076	Long-chain-fatty-acid--CoA ligase 4 OS=Mus musculus OX=10090 GN=Acsl4 PE=1 SV=2	10	7	0.700	4	6	2	5	2.267	5.227	sp|Q9CZW4|ACSL3_MOUSE, sp|Q9QUJ7|ACSL4_MOUSE
6393.0	1	sp|Q9QUM9|PSA6_MOUSE	 	73.6	246	27372	Proteasome subunit alpha type-6 OS=Mus musculus OX=10090 GN=Psma6 PE=1 SV=1	81	81	1.000	41	40	41	40	41.000	40.000	 
6394.0	1	sp|Q9QUP5|HPLN1_MOUSE	 	67.4	356	40477	Hyaluronan and proteoglycan link protein 1 OS=Mus musculus OX=10090 GN=Hapln1 PE=1 SV=1	53	51	0.962	27	26	26	25	26.500	25.556	sp|Q80WM4|HPLN4_MOUSE, sp|Q9QUP5|HPLN1_MOUSE
6395.0	1	sp|Q9QUR6|PPCE_MOUSE	 	63.7	710	80751	Prolyl endopeptidase OS=Mus musculus OX=10090 GN=Prep PE=1 SV=1	108	108	1.000	46	62	46	62	46.000	62.000	 
6396.0	1	sp|Q9QUR7|PIN1_MOUSE	 	64.8	165	18370	Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1 OS=Mus musculus OX=10090 GN=Pin1 PE=1 SV=1	37	37	1.000	16	21	16	21	16.000	21.000	 
6397.0	1	sp|Q9QUR8|SEM7A_MOUSE	 	36.0	664	74993	Semaphorin-7A OS=Mus musculus OX=10090 GN=Sema7a PE=1 SV=1	46	46	1.000	26	20	26	20	26.000	20.000	 
6398.0	1	sp|Q9QWH1|PHC2_MOUSE	 	7.6	850	89798	Polyhomeotic-like protein 2 OS=Mus musculus OX=10090 GN=Phc2 PE=1 SV=1	13	6	0.462	7	6	3	3	6.000	6.000	sp|Q8CHP6|PHC3_MOUSE, sp|Q9QWH1|PHC2_MOUSE
6399.0	1	sp|Q9QWI6|SRCN1_MOUSE	 	58.0	1250	134857	SRC kinase signaling inhibitor 1 OS=Mus musculus OX=10090 GN=Srcin1 PE=1 SV=2	227	227	1.000	115	112	115	112	115.000	112.000	 
6400.0	1	sp|Q9QWR8|NAGAB_MOUSE	 	14.5	415	47234	Alpha-N-acetylgalactosaminidase OS=Mus musculus OX=10090 GN=Naga PE=1 SV=2	12	12	1.000	6	6	6	6	6.000	6.000	 
6401.0	1	sp|Q9QWT9|KIFC1_MOUSE	 	5.8	674	74152	Kinesin-like protein KIFC1 OS=Mus musculus OX=10090 GN=Kifc1 PE=1 SV=2	3	3	1.000	3	0	3	0	3.000	0.000	 
6402.0	1	sp|Q9QWV9|CCNT1_MOUSE	 	7.5	724	80597	Cyclin-T1 OS=Mus musculus OX=10090 GN=Ccnt1 PE=1 SV=3	5	5	1.000	4	1	4	1	4.000	1.000	 
6403.0	1	sp|Q9QWW1|HOME2_MOUSE	 	11.0	354	40570	Homer protein homolog 2 OS=Mus musculus OX=10090 GN=Homer2 PE=1 SV=1	8	2	0.250	6	2	2	0	2.094	0.000	sp|Q99JP6|HOME3_MOUSE, sp|Q9QWW1|HOME2_MOUSE, sp|Q9Z2Y3|HOME1_MOUSE
6404.0	1	sp|Q9QWY8|ASAP1_MOUSE	 	27.9	1147	127420	Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 1 OS=Mus musculus OX=10090 GN=Asap1 PE=1 SV=2	51	49	0.961	24	27	23	26	23.469	26.473	sp|Q7SIG6|ASAP2_MOUSE, sp|Q9QWY8|ASAP1_MOUSE
6405.0	1	sp|Q9QX11|CYH1_MOUSE	 	41.7	398	46273	Cytohesin-1 OS=Mus musculus OX=10090 GN=Cyth1 PE=1 SV=2	27	14	0.519	15	12	9	5	11.936	6.478	sp|A2A5R2|BIG2_MOUSE, sp|G3X9K3|BIG1_MOUSE, sp|O08967|CYH3_MOUSE, sp|P63034|CYH2_MOUSE, sp|Q9QX11|CYH1_MOUSE
6406.0	1	sp|Q9QX47|SON_MOUSE	 	24.1	2444	265649	Protein SON OS=Mus musculus OX=10090 GN=Son PE=1 SV=2	81	80	0.988	40	41	39	41	39.696	41.000	sp|Q9DBC3|CMTR1_MOUSE, sp|Q9QX47|SON_MOUSE
6407.0	1	sp|Q9QX60|DGUOK_MOUSE	 	40.1	277	32281	Deoxyguanosine kinase, mitochondrial OS=Mus musculus OX=10090 GN=Dguok PE=1 SV=3	19	19	1.000	9	10	9	10	9.000	10.000	 
6408.0	1	sp|Q9QX66|DPF1_MOUSE	 	5.9	387	44239	Zinc finger protein neuro-d4 OS=Mus musculus OX=10090 GN=Dpf1 PE=1 SV=2	3	1	0.333	2	1	1	0	1.111	0.000	sp|P58269|DPF3_MOUSE, sp|Q9QX66|DPF1_MOUSE
6409.0	1	sp|Q9QXA5|LSM4_MOUSE	 	32.1	137	15076	U6 snRNA-associated Sm-like protein LSm4 OS=Mus musculus OX=10090 GN=Lsm4 PE=1 SV=1	18	18	1.000	8	10	8	10	8.000	10.000	 
6410.0	1	sp|Q9QXB9|DRG2_MOUSE	 	39.3	364	40718	Developmentally-regulated GTP-binding protein 2 OS=Mus musculus OX=10090 GN=Drg2 PE=1 SV=1	29	29	1.000	12	17	12	17	12.000	17.000	 
6411.0	1	sp|Q9QXE0|HACL1_MOUSE	 	32.5	581	63660	2-hydroxyacyl-CoA lyase 1 OS=Mus musculus OX=10090 GN=Hacl1 PE=1 SV=2	27	27	1.000	13	14	13	14	13.000	14.000	 
6412.0	1	sp|Q9QXE7|TBL1X_MOUSE	 	21.3	527	56802	F-box-like/WD repeat-containing protein TBL1X OS=Mus musculus OX=10090 GN=Tbl1x PE=1 SV=2	16	9	0.562	8	8	5	4	6.154	5.231	sp|Q8BHJ5|TBL1R_MOUSE, sp|Q9QXE7|TBL1X_MOUSE
6413.0	1	sp|Q9QXG2|RAE1_MOUSE	 	24.7	665	73976	Rab proteins geranylgeranyltransferase component A 1 OS=Mus musculus OX=10090 GN=Chm PE=1 SV=1	33	33	1.000	16	17	16	17	16.000	17.000	 
6414.0	1	sp|Q9QXG4|ACSA_MOUSE	 	19.8	701	78861	Acetyl-coenzyme A synthetase, cytoplasmic OS=Mus musculus OX=10090 GN=Acss2 PE=1 SV=2	30	30	1.000	14	16	14	16	14.000	16.000	 
